transcript_id	gene_id	gene_name	gene_type	seqnames	strand	left_start	left_end	left_is_TE	left_TE_name	left_TE_class	left_TE_family	left_TE_overlap_width	right_start	right_end	right_is_TE	right_TE_name	right_TE_class	right_TE_family	right_TE_overlap_width	junction_type	donor_site	acceptor_site
OFFICIAL_SIMTX_ENSMUSG00000030737.15_iso3	ENSMUSG00000030737.15	Slco2b1	protein_coding	chr7	-	99661518	99661582	FALSE	none	none	none	0	99657804	99660176	TRUE	ID_B1	SINE	B4	134	host_to_TE	99661518	99660176
OFFICIAL_SIMTX_ENSMUSG00000031012.16_iso2	ENSMUSG00000031012.16	Cask	protein_coding	chrX	-	13851168	13851367	TRUE	B3A	SINE	B2	58	13586844	13586965	FALSE	none	none	none	0	TE_to_host	13851168	13586965
OFFICIAL_SIMTX_ENSMUSG00000031072.12_iso1	ENSMUSG00000031072.12	Oraov1	protein_coding	chr7	+	144916136	144916533	TRUE	ID_B1	SINE	B4	115	144917610	144917680	FALSE	none	none	none	0	TE_to_host	144916533	144917610
OFFICIAL_SIMTX_ENSMUSG00000031072.12_iso2	ENSMUSG00000031072.12	Oraov1	protein_coding	chr7	+	144916136	144916533	TRUE	ID_B1	SINE	B4	115	144917610	144917680	FALSE	none	none	none	0	TE_to_host	144916533	144917610
OFFICIAL_SIMTX_ENSMUSG00000031146.6_iso1	ENSMUSG00000031146.6	Plp2	protein_coding	chrX	-	7669415	7669510	FALSE	none	none	none	0	7667960	7668506	TRUE	PB1D9	SINE	Alu	110	host_to_TE	7669415	7668506
OFFICIAL_SIMTX_ENSMUSG00000031146.6_iso2	ENSMUSG00000031146.6	Plp2	protein_coding	chrX	-	7668927	7669017	FALSE	none	none	none	0	7667960	7668506	TRUE	PB1D9	SINE	Alu	110	host_to_TE	7668927	7668506
OFFICIAL_SIMTX_ENSMUSG00000031220.13_iso2	ENSMUSG00000031220.13	Awat2	protein_coding	chrX	-	100442360	100442717	TRUE	Lx4B	LINE	L1	234	100405586	100405696	FALSE	none	none	none	0	TE_to_host	100442360	100405696
OFFICIAL_SIMTX_ENSMUSG00000031220.13_iso3	ENSMUSG00000031220.13	Awat2	protein_coding	chrX	-	100424300	100424448	TRUE	MT2B1	LTR	ERVL	149	100412451	100412587	FALSE	none	none	none	0	TE_to_host	100424300	100412587
OFFICIAL_SIMTX_ENSMUSG00000031428.10_iso1	ENSMUSG00000031428.10	Zcchc18	protein_coding	chrX	+	136993298	136994070	FALSE	none	none	none	0	136994513	136996116	TRUE	MamGyp-int	LTR	Gypsy	439	host_to_TE	136994070	136994513
OFFICIAL_SIMTX_ENSMUSG00000031428.10_iso2	ENSMUSG00000031428.10	Zcchc18	protein_coding	chrX	+	136993931	136994070	FALSE	none	none	none	0	136994513	136996116	TRUE	MamGyp-int	LTR	Gypsy	439	host_to_TE	136994070	136994513
OFFICIAL_SIMTX_ENSMUSG00000031574.7_iso2	ENSMUSG00000031574.7	Star	protein_coding	chr8	+	25811790	25811883	FALSE	none	none	none	0	25812773	25814723	TRUE	B1_Mur2,B3,PB1D7,B1_Mur4,RSINE1	SINE	Alu,B2,B4	213	host_to_TE	25811883	25812773
OFFICIAL_SIMTX_ENSMUSG00000031596.14_iso1	ENSMUSG00000031596.14	Slc7a2	protein_coding	chr8	+	40913963	40914129	FALSE	none	none	none	0	40916338	40922070	TRUE	Lx8,B1_Mus2,B1_Mm	LINE,SINE	L1,Alu	281	host_to_TE	40914129	40916338
OFFICIAL_SIMTX_ENSMUSG00000031600.10_iso1	ENSMUSG00000031600.10	Vps37a	protein_coding	chr8	+	40540889	40540947	FALSE	none	none	none	0	40546276	40551134	TRUE	B4,PB1D9,ORR1D1	SINE,LTR	B4,Alu,ERVL-MaLR	346	host_to_TE	40540947	40546276
OFFICIAL_SIMTX_ENSMUSG00000031600.10_iso2	ENSMUSG00000031600.10	Vps37a	protein_coding	chr8	+	40539310	40539380	FALSE	none	none	none	0	40546276	40551134	TRUE	B4,PB1D9,ORR1D1	SINE,LTR	B4,Alu,ERVL-MaLR	346	host_to_TE	40539380	40546276
OFFICIAL_SIMTX_ENSMUSG00000031951.7_iso2	ENSMUSG00000031951.7	Tmem231	protein_coding	chr8	-	111914489	111914594	FALSE	none	none	none	0	111912018	111914109	TRUE	ID_B1	SINE	B4	202	host_to_TE	111914489	111914109
OFFICIAL_SIMTX_ENSMUSG00000031959.13_iso2	ENSMUSG00000031959.13	Wdr59	protein_coding	chr8	-	111479308	111479377	FALSE	none	none	none	0	111448784	111451079	TRUE	ID4,B1F,RSINE1	SINE	ID,Alu,B4	162	host_to_TE	111479308	111451079
OFFICIAL_SIMTX_ENSMUSG00000031959.13_iso3	ENSMUSG00000031959.13	Wdr59	protein_coding	chr8	-	111458611	111458753	FALSE	none	none	none	0	111448784	111451079	TRUE	ID4,B1F,RSINE1	SINE	ID,Alu,B4	162	host_to_TE	111458611	111451079
OFFICIAL_SIMTX_ENSMUSG00000032030.15_iso1	ENSMUSG00000032030.15	Cul5	protein_coding	chr9	-	53669851	53670014	TRUE	RLTR20C1_MM	LTR	ERVK	164	53633985	53634115	FALSE	none	none	none	0	TE_to_host	53669851	53634115
OFFICIAL_SIMTX_ENSMUSG00000032422.16_iso1	ENSMUSG00000032422.16	Snx14	protein_coding	chr9	-	88392206	88394474	TRUE	B1_Mus1,RSINE1	SINE	Alu,B4	120	88391762	88391845	FALSE	none	none	none	0	TE_to_host	88392206	88391845
OFFICIAL_SIMTX_ENSMUSG00000032456.12_iso2	ENSMUSG00000032456.12	Nmnat3	protein_coding	chr9	+	98354019	98354164	FALSE	none	none	none	0	98354019	98355757	TRUE	L1MEc	LINE	L1	433	host_to_TE	98354164	98354019
OFFICIAL_SIMTX_ENSMUSG00000032456.12_iso2	ENSMUSG00000032456.12	Nmnat3	protein_coding	chr9	+	98367370	98368160	TRUE	L1MD2	LINE	L1	787	98399456	98399639	FALSE	none	none	none	0	TE_to_host	98368160	98399456
OFFICIAL_SIMTX_ENSMUSG00000032494.11_iso1	ENSMUSG00000032494.11	Tdgf1	protein_coding	chr9	-	110942530	110942644	FALSE	none	none	none	0	110940243	110940819	TRUE	PB1D9	SINE	Alu	102	host_to_TE	110942530	110940819
OFFICIAL_SIMTX_ENSMUSG00000032494.11_iso3	ENSMUSG00000032494.11	Tdgf1	protein_coding	chr9	-	110942530	110942644	FALSE	none	none	none	0	110940243	110940819	TRUE	PB1D9	SINE	Alu	102	host_to_TE	110942530	110940819
OFFICIAL_SIMTX_ENSMUSG00000032548.13_iso2	ENSMUSG00000032548.13	Slco2a1	protein_coding	chr9	+	103008154	103011907	TRUE	L3b,Lx7,ID_B1	LINE,SINE	CR1,L1,B4	200	103072559	103072634	FALSE	none	none	none	0	TE_to_host	103011907	103072559
OFFICIAL_SIMTX_ENSMUSG00000032773.8_iso1	ENSMUSG00000032773.8	Chrm1	protein_coding	chr19	+	8677862	8678154	FALSE	none	none	none	0	8677862	8681567	TRUE	MER5A	DNA	hAT-Charlie	128	host_to_TE	8678154	8677862
OFFICIAL_SIMTX_ENSMUSG00000032773.8_iso2	ENSMUSG00000032773.8	Chrm1	protein_coding	chr19	+	8677862	8678154	FALSE	none	none	none	0	8677862	8681567	TRUE	MER5A	DNA	hAT-Charlie	128	host_to_TE	8678154	8677862
OFFICIAL_SIMTX_ENSMUSG00000032773.8_iso3	ENSMUSG00000032773.8	Chrm1	protein_coding	chr19	+	8677862	8678154	FALSE	none	none	none	0	8677862	8681567	TRUE	MER5A	DNA	hAT-Charlie	128	host_to_TE	8678154	8677862
OFFICIAL_SIMTX_ENSMUSG00000033126.4_iso1	ENSMUSG00000033126.4	Ybey	protein_coding	chr10	-	76466237	76466365	FALSE	none	none	none	0	76459569	76463319	TRUE	RLTR1B,L1Md_F3,B1_Mus1	LTR,LINE,SINE	ERV1,L1,Alu	452	host_to_TE	76466237	76463319
OFFICIAL_SIMTX_ENSMUSG00000033126.4_iso2	ENSMUSG00000033126.4	Ybey	protein_coding	chr10	-	76468774	76469114	FALSE	none	none	none	0	76459569	76463319	TRUE	RLTR1B,L1Md_F3,B1_Mus1	LTR,LINE,SINE	ERV1,L1,Alu	452	host_to_TE	76468774	76463319
OFFICIAL_SIMTX_ENSMUSG00000033355.5_iso1	ENSMUSG00000033355.5	Rtp4	protein_coding	chr16	+	23609919	23610149	FALSE	none	none	none	0	23612881	23614222	TRUE	MLT1D	LTR	ERVL-MaLR	98	host_to_TE	23610149	23612881
OFFICIAL_SIMTX_ENSMUSG00000033355.5_iso2	ENSMUSG00000033355.5	Rtp4	protein_coding	chr16	+	23609919	23610149	FALSE	none	none	none	0	23612881	23614222	TRUE	MLT1D	LTR	ERVL-MaLR	98	host_to_TE	23610149	23612881
OFFICIAL_SIMTX_ENSMUSG00000033356.3_iso1	ENSMUSG00000033356.3	Pus7l	protein_coding	chr15	-	94541871	94541966	FALSE	none	none	none	0	94536159	94536673	TRUE	B3A	SINE	B2	184	host_to_TE	94541871	94536673
OFFICIAL_SIMTX_ENSMUSG00000033356.3_iso1	ENSMUSG00000033356.3	Pus7l	protein_coding	chr15	-	94536159	94536673	TRUE	B3A	SINE	B2	184	94531574	94531672	FALSE	none	none	none	0	TE_to_host	94536159	94531672
OFFICIAL_SIMTX_ENSMUSG00000033728.13_iso2	ENSMUSG00000033728.13	Lrrc14	protein_coding	chr15	+	76713401	76713570	FALSE	none	none	none	0	76714080	76717699	TRUE	B1_Mus1	SINE	Alu	137	host_to_TE	76713570	76714080
OFFICIAL_SIMTX_ENSMUSG00000033906.5_iso1	ENSMUSG00000033906.5	Zdhhc15	protein_coding	chrX	-	104560685	104560788	FALSE	none	none	none	0	104536969	104541168	TRUE	B1_Mur1	SINE	Alu	136	host_to_TE	104560685	104541168
OFFICIAL_SIMTX_ENSMUSG00000033953.10_iso1	ENSMUSG00000033953.10	Ppp3r1	protein_coding	chr11	+	17194669	17194853	FALSE	none	none	none	0	17194669	17195109	TRUE	PB1D9	SINE	Alu	113	host_to_TE	17194853	17194669
OFFICIAL_SIMTX_ENSMUSG00000033961.14_iso1	ENSMUSG00000033961.14	Zfp446	protein_coding	chr7	+	12979885	12979979	FALSE	none	none	none	0	12979885	12981463	TRUE	ID_B1	SINE	B4	192	host_to_TE	12979979	12979885
OFFICIAL_SIMTX_ENSMUSG00000033961.14_iso2	ENSMUSG00000033961.14	Zfp446	protein_coding	chr7	+	12981846	12981927	FALSE	none	none	none	0	12982119	12984315	TRUE	B1_Mur2	SINE	Alu	92	host_to_TE	12981927	12982119
OFFICIAL_SIMTX_ENSMUSG00000033961.14_iso3	ENSMUSG00000033961.14	Zfp446	protein_coding	chr7	+	12981846	12981927	FALSE	none	none	none	0	12982119	12984340	TRUE	B1_Mur2	SINE	Alu	92	host_to_TE	12981927	12982119
OFFICIAL_SIMTX_ENSMUSG00000034334.7_iso1	ENSMUSG00000034334.7	Fam151b	protein_coding	chr13	-	92466977	92467112	FALSE	none	none	none	0	92449622	92450252	TRUE	PB1D10	SINE	Alu	112	host_to_TE	92466977	92450252
OFFICIAL_SIMTX_ENSMUSG00000034334.7_iso2	ENSMUSG00000034334.7	Fam151b	protein_coding	chr13	-	92466977	92467112	FALSE	none	none	none	0	92449622	92450252	TRUE	PB1D10	SINE	Alu	112	host_to_TE	92466977	92450252
OFFICIAL_SIMTX_ENSMUSG00000034341.16_iso2	ENSMUSG00000034341.16	Wbp2	protein_coding	chr11	-	116083839	116083947	FALSE	none	none	none	0	116083096	116083947	TRUE	RSINE1	SINE	B4	78	host_to_TE	116083839	116083947
OFFICIAL_SIMTX_ENSMUSG00000034341.16_iso2	ENSMUSG00000034341.16	Wbp2	protein_coding	chr11	-	116083096	116083947	TRUE	RSINE1	SINE	B4	78	116081232	116081324	FALSE	none	none	none	0	TE_to_host	116083096	116081324
OFFICIAL_SIMTX_ENSMUSG00000035011.14_iso2	ENSMUSG00000035011.14	Zbtb7a	protein_coding	chr10	+	81147970	81148458	FALSE	none	none	none	0	81147970	81152222	TRUE	AmnSINE2	SINE	Deu	61	host_to_TE	81148458	81147970
OFFICIAL_SIMTX_ENSMUSG00000035011.14_iso3	ENSMUSG00000035011.14	Zbtb7a	protein_coding	chr10	+	81147970	81148458	FALSE	none	none	none	0	81147970	81152222	TRUE	AmnSINE2	SINE	Deu	61	host_to_TE	81148458	81147970
OFFICIAL_SIMTX_ENSMUSG00000035539.12_iso3	ENSMUSG00000035539.12	Ccdc180	protein_coding	chr4	+	45904539	45904618	FALSE	none	none	none	0	45909259	45909567	TRUE	L1MD	LINE	L1	7	host_to_TE	45904618	45909259
OFFICIAL_SIMTX_ENSMUSG00000035539.12_iso3	ENSMUSG00000035539.12	Ccdc180	protein_coding	chr4	+	45909259	45909567	TRUE	L1MD	LINE	L1	7	45948750	45948855	FALSE	none	none	none	0	TE_to_host	45909567	45948750
OFFICIAL_SIMTX_ENSMUSG00000035776.13_iso1	ENSMUSG00000035776.13	Cd99l2	protein_coding	chrX	-	71492522	71492649	FALSE	none	none	none	0	71491899	71492010	TRUE	MER5A1	DNA	hAT-Charlie	35	host_to_TE	71492522	71492010
OFFICIAL_SIMTX_ENSMUSG00000035776.13_iso1	ENSMUSG00000035776.13	Cd99l2	protein_coding	chrX	-	71491899	71492010	TRUE	MER5A1	DNA	hAT-Charlie	35	71449939	71450007	FALSE	none	none	none	0	TE_to_host	71491899	71450007
OFFICIAL_SIMTX_ENSMUSG00000035877.16_iso2	ENSMUSG00000035877.16	Zhx3	protein_coding	chr2	-	160781941	160782379	FALSE	none	none	none	0	160748708	160751909	TRUE	MTC,L2	LTR,LINE	ERVL-MaLR,L2	377	host_to_TE	160781941	160751909
OFFICIAL_SIMTX_ENSMUSG00000035877.16_iso3	ENSMUSG00000035877.16	Zhx3	protein_coding	chr2	-	160770447	160771625	FALSE	none	none	none	0	160748708	160751909	TRUE	MTC,L2	LTR,LINE	ERVL-MaLR,L2	377	host_to_TE	160770447	160751909
OFFICIAL_SIMTX_ENSMUSG00000035936.6_iso1	ENSMUSG00000035936.6	Aldh5a1	protein_coding	chr13	-	24918501	24918644	FALSE	none	none	none	0	24907579	24911766	TRUE	MER58B,RSINE1	DNA,SINE	hAT-Charlie,B4	185	host_to_TE	24918501	24911766
OFFICIAL_SIMTX_ENSMUSG00000036061.9_iso1	ENSMUSG00000036061.9	Smug1	protein_coding	chr15	-	103157617	103158002	FALSE	none	none	none	0	103153307	103156201	TRUE	MER21C,MIRb,ID_B1	LTR,SINE	ERVL,MIR,B4	381	host_to_TE	103157617	103156201
OFFICIAL_SIMTX_ENSMUSG00000036061.9_iso2	ENSMUSG00000036061.9	Smug1	protein_coding	chr15	-	103157617	103158002	FALSE	none	none	none	0	103153307	103156201	TRUE	MER21C,MIRb,ID_B1	LTR,SINE	ERVL,MIR,B4	381	host_to_TE	103157617	103156201
OFFICIAL_SIMTX_ENSMUSG00000036461.14_iso1	ENSMUSG00000036461.14	Elf1	protein_coding	chr14	+	79573172	79573618	FALSE	none	none	none	0	79580185	79582475	TRUE	PB1D11,ID_B1,B1_Mus2,MIR3	SINE	Alu,B4,MIR	146	host_to_TE	79573618	79580185
OFFICIAL_SIMTX_ENSMUSG00000036615.5_iso1	ENSMUSG00000036615.5	Rfxap	protein_coding	chr3	-	54805360	54805467	FALSE	none	none	none	0	54803115	54804575	TRUE	ID4_,PB1D10	SINE	ID,Alu	135	host_to_TE	54805360	54804575
OFFICIAL_SIMTX_ENSMUSG00000036615.5_iso2	ENSMUSG00000036615.5	Rfxap	protein_coding	chr3	-	54805360	54805467	FALSE	none	none	none	0	54804221	54804575	TRUE	PB1D10	SINE	Alu	135	host_to_TE	54805360	54804575
OFFICIAL_SIMTX_ENSMUSG00000036615.5_iso3	ENSMUSG00000036615.5	Rfxap	protein_coding	chr3	-	54805360	54805467	FALSE	none	none	none	0	54804221	54804575	TRUE	PB1D10	SINE	Alu	135	host_to_TE	54805360	54804575
OFFICIAL_SIMTX_ENSMUSG00000036641.8_iso1	ENSMUSG00000036641.8	Ccdc148	protein_coding	chr2	-	58827553	58827693	FALSE	none	none	none	0	58823430	58827693	TRUE	B3,B3A,MIRb	SINE	B2,MIR	187	host_to_TE	58827553	58827693
OFFICIAL_SIMTX_ENSMUSG00000036641.8_iso3	ENSMUSG00000036641.8	Ccdc148	protein_coding	chr2	-	58829750	58829867	FALSE	none	none	none	0	58823430	58827693	TRUE	B3,B3A,MIRb	SINE	B2,MIR	187	host_to_TE	58829750	58827693
OFFICIAL_SIMTX_ENSMUSG00000037111.9_iso1	ENSMUSG00000037111.9	Setd7	protein_coding	chr3	-	51536466	51536647	FALSE	none	none	none	0	51535501	51535880	TRUE	B4,RSINE1	SINE	B4	172	host_to_TE	51536466	51535880
OFFICIAL_SIMTX_ENSMUSG00000037111.9_iso1	ENSMUSG00000037111.9	Setd7	protein_coding	chr3	-	51535501	51535880	TRUE	B4,RSINE1	SINE	B4	172	51532975	51533056	FALSE	none	none	none	0	TE_to_host	51535501	51533056
OFFICIAL_SIMTX_ENSMUSG00000037111.9_iso2	ENSMUSG00000037111.9	Setd7	protein_coding	chr3	-	51548683	51551320	TRUE	RSINE1,B3A	SINE	B4,B2	127	51532975	51533056	FALSE	none	none	none	0	TE_to_host	51548683	51533056
OFFICIAL_SIMTX_ENSMUSG00000037134.15_iso2	ENSMUSG00000037134.15	Prmt10	protein_coding	chr8	+	77555665	77555813	FALSE	none	none	none	0	77560807	77563978	TRUE	B1_Mur3,B1_Mus2	SINE	Alu	92	host_to_TE	77555813	77560807
OFFICIAL_SIMTX_ENSMUSG00000037134.15_iso2	ENSMUSG00000037134.15	Prmt10	protein_coding	chr8	+	77563662	77564082	TRUE	B1_Mus2	SINE	Alu	48	77572009	77572726	FALSE	none	none	none	0	TE_to_host	77564082	77572009
OFFICIAL_SIMTX_ENSMUSG00000037134.15_iso3	ENSMUSG00000037134.15	Prmt10	protein_coding	chr8	+	77555665	77555813	FALSE	none	none	none	0	77560807	77563978	TRUE	B1_Mur3,B1_Mus2	SINE	Alu	92	host_to_TE	77555813	77560807
OFFICIAL_SIMTX_ENSMUSG00000037134.15_iso3	ENSMUSG00000037134.15	Prmt10	protein_coding	chr8	+	77560807	77563978	TRUE	B1_Mur3,B1_Mus2	SINE	Alu	92	77564954	77565146	FALSE	none	none	none	0	TE_to_host	77563978	77564954
OFFICIAL_SIMTX_ENSMUSG00000037151.7_iso2	ENSMUSG00000037151.7	Lrrc20	protein_coding	chr10	+	61482336	61482482	FALSE	none	none	none	0	61580130	61582226	TRUE	ID_B1,B2_Mm2	SINE	B4,B2	170	host_to_TE	61482482	61580130
OFFICIAL_SIMTX_ENSMUSG00000037151.7_iso3	ENSMUSG00000037151.7	Lrrc20	protein_coding	chr10	+	61548048	61548215	FALSE	none	none	none	0	61580130	61582226	TRUE	ID_B1,B2_Mm2	SINE	B4,B2	170	host_to_TE	61548215	61580130
OFFICIAL_SIMTX_ENSMUSG00000037287.13_iso2	ENSMUSG00000037287.13	Tbcel	protein_coding	chr9	-	42428072	42428238	TRUE	L2a	LINE	L2	88	42415789	42416149	FALSE	none	none	none	0	TE_to_host	42428072	42416149
OFFICIAL_SIMTX_ENSMUSG00000037393.2_iso1	ENSMUSG00000037393.2	Nmur2	protein_coding	chr11	-	56032940	56033024	FALSE	none	none	none	0	56024987	56027248	TRUE	RSINE1,MER63B	SINE,DNA	B4,hAT-Blackjack	165	host_to_TE	56032940	56027248
OFFICIAL_SIMTX_ENSMUSG00000037393.2_iso2	ENSMUSG00000037393.2	Nmur2	protein_coding	chr11	-	56032940	56033024	FALSE	none	none	none	0	56024987	56027248	TRUE	RSINE1,MER63B	SINE,DNA	B4,hAT-Blackjack	165	host_to_TE	56032940	56027248
OFFICIAL_SIMTX_ENSMUSG00000037747.8_iso1	ENSMUSG00000037747.8	Phyhipl	protein_coding	chr10	-	70626109	70626392	TRUE	MIR	SINE	MIR	196	70625735	70625806	FALSE	none	none	none	0	TE_to_host	70626109	70625806
OFFICIAL_SIMTX_ENSMUSG00000037846.17_iso2	ENSMUSG00000037846.17	Rtkn2	protein_coding	chr10	+	68043968	68044152	FALSE	none	none	none	0	68050686	68051046	TRUE	B4A	SINE	B4	121	host_to_TE	68044152	68050686
OFFICIAL_SIMTX_ENSMUSG00000037846.17_iso2	ENSMUSG00000037846.17	Rtkn2	protein_coding	chr10	+	68057886	68058258	TRUE	Charlie1	DNA	hAT-Charlie	373	68059114	68059737	FALSE	none	none	none	0	TE_to_host	68058258	68059114
OFFICIAL_SIMTX_ENSMUSG00000038020.5_iso1	ENSMUSG00000038020.5	Rapgefl1	protein_coding	chr11	+	98850332	98850429	FALSE	none	none	none	0	98851076	98853697	TRUE	RSINE1	SINE	B4	40	host_to_TE	98850429	98851076
OFFICIAL_SIMTX_ENSMUSG00000038102.14_iso1	ENSMUSG00000038102.14	Trappc11	protein_coding	chr8	-	47522351	47522447	FALSE	none	none	none	0	47510871	47511348	TRUE	B1_Mus1	SINE	Alu	36	host_to_TE	47522351	47511348
OFFICIAL_SIMTX_ENSMUSG00000038102.14_iso1	ENSMUSG00000038102.14	Trappc11	protein_coding	chr8	-	47510871	47511348	TRUE	B1_Mus1	SINE	Alu	36	47496919	47497010	FALSE	none	none	none	0	TE_to_host	47510871	47497010
OFFICIAL_SIMTX_ENSMUSG00000038298.13_iso2	ENSMUSG00000038298.13	Pdzk1	protein_coding	chr3	+	96833226	96833604	TRUE	ID_B1	SINE	B4	162	96851491	96851655	FALSE	none	none	none	0	TE_to_host	96833604	96851491
OFFICIAL_SIMTX_ENSMUSG00000038347.13_iso1	ENSMUSG00000038347.13	Tcte2	protein_coding	chr17	-	13548296	13548433	FALSE	none	none	none	0	13540282	13540421	TRUE	RLTR20C2_MM	LTR	ERVK	5	host_to_TE	13548296	13540421
OFFICIAL_SIMTX_ENSMUSG00000038347.13_iso1	ENSMUSG00000038347.13	Tcte2	protein_coding	chr17	-	13540282	13540421	TRUE	RLTR20C2_MM	LTR	ERVK	5	13496617	13496785	FALSE	none	none	none	0	TE_to_host	13540282	13496785
OFFICIAL_SIMTX_ENSMUSG00000038347.13_iso2	ENSMUSG00000038347.13	Tcte2	protein_coding	chr17	-	13761286	13761378	FALSE	none	none	none	0	13716436	13717633	TRUE	RLTR51B_Mm,L2c	LTR,LINE	ERVK?,L2	273	host_to_TE	13761286	13717633
OFFICIAL_SIMTX_ENSMUSG00000038347.13_iso2	ENSMUSG00000038347.13	Tcte2	protein_coding	chr17	-	13716436	13717633	TRUE	RLTR51B_Mm,L2c	LTR,LINE	ERVK?,L2	273	13714049	13714117	FALSE	none	none	none	0	TE_to_host	13716436	13714117
OFFICIAL_SIMTX_ENSMUSG00000038347.13_iso2	ENSMUSG00000038347.13	Tcte2	protein_coding	chr17	-	13668759	13668891	FALSE	none	none	none	0	13540282	13540421	TRUE	RLTR20C2_MM	LTR	ERVK	5	host_to_TE	13668759	13540421
OFFICIAL_SIMTX_ENSMUSG00000038347.13_iso2	ENSMUSG00000038347.13	Tcte2	protein_coding	chr17	-	13540282	13540421	TRUE	RLTR20C2_MM	LTR	ERVK	5	13496617	13496785	FALSE	none	none	none	0	TE_to_host	13540282	13496785
OFFICIAL_SIMTX_ENSMUSG00000038366.14_iso1	ENSMUSG00000038366.14	Lasp1	protein_coding	chr11	+	97834084	97834187	FALSE	none	none	none	0	97836072	97838764	TRUE	B1_Mur2	SINE	Alu	133	host_to_TE	97834187	97836072
OFFICIAL_SIMTX_ENSMUSG00000038560.7_iso1	ENSMUSG00000038560.7	Sp6	protein_coding	chr11	+	97018733	97019027	FALSE	none	none	none	0	97021406	97024731	TRUE	RLTR20A4	LTR	ERVK	67	host_to_TE	97019027	97021406
OFFICIAL_SIMTX_ENSMUSG00000038560.7_iso2	ENSMUSG00000038560.7	Sp6	protein_coding	chr11	+	97018733	97019027	FALSE	none	none	none	0	97021406	97024734	TRUE	RLTR20A4	LTR	ERVK	67	host_to_TE	97019027	97021406
OFFICIAL_SIMTX_ENSMUSG00000038664.15_iso1	ENSMUSG00000038664.15	Herc1	protein_coding	chr9	+	66496555	66497754	FALSE	none	none	none	0	66498680	66500520	TRUE	B4A	SINE	B4	161	host_to_TE	66497754	66498680
OFFICIAL_SIMTX_ENSMUSG00000038664.15_iso1	ENSMUSG00000038664.15	Herc1	protein_coding	chr9	+	66498680	66500520	TRUE	B4A	SINE	B4	161	66501176	66501428	FALSE	none	none	none	0	TE_to_host	66500520	66501176
OFFICIAL_SIMTX_ENSMUSG00000038664.15_iso2	ENSMUSG00000038664.15	Herc1	protein_coding	chr9	+	66473383	66473583	FALSE	none	none	none	0	66474734	66476745	TRUE	B3	SINE	B2	218	host_to_TE	66473583	66474734
OFFICIAL_SIMTX_ENSMUSG00000038664.15_iso2	ENSMUSG00000038664.15	Herc1	protein_coding	chr9	+	66474734	66476745	TRUE	B3	SINE	B2	218	66478945	66479091	FALSE	none	none	none	0	TE_to_host	66476745	66478945
OFFICIAL_SIMTX_ENSMUSG00000038784.12_iso2	ENSMUSG00000038784.12	Cnot4	protein_coding	chr6	-	35052469	35056409	TRUE	B1_Mm,B4A,PB1D10,B3	SINE	Alu,B4,B2	206	35051062	35051559	FALSE	none	none	none	0	TE_to_host	35052469	35051559
OFFICIAL_SIMTX_ENSMUSG00000038883.2_iso1	ENSMUSG00000038883.2	Prl3a1	protein_coding	chr13	+	27259436	27259675	TRUE	RMER15	LTR	ERVL	33	27272372	27272479	FALSE	none	none	none	0	TE_to_host	27259675	27272372
OFFICIAL_SIMTX_ENSMUSG00000038883.2_iso3	ENSMUSG00000038883.2	Prl3a1	protein_coding	chr13	+	27259436	27259675	TRUE	RMER15	LTR	ERVL	33	27275095	27275274	FALSE	none	none	none	0	TE_to_host	27259675	27275095
OFFICIAL_SIMTX_ENSMUSG00000038883.2_iso3	ENSMUSG00000038883.2	Prl3a1	protein_coding	chr13	+	27275095	27275274	FALSE	none	none	none	0	27276030	27276660	TRUE	Lx5c	LINE	L1	295	host_to_TE	27275274	27276030
OFFICIAL_SIMTX_ENSMUSG00000039128.12_iso3	ENSMUSG00000039128.12	Cdc123	protein_coding	chr2	-	5798361	5798489	FALSE	none	none	none	0	5794294	5794880	TRUE	ORR1A2	LTR	ERVL-MaLR	327	host_to_TE	5798361	5794880
OFFICIAL_SIMTX_ENSMUSG00000039419.15_iso3	ENSMUSG00000039419.15	Cntnap2	protein_coding	chr6	+	47296719	47296799	FALSE	none	none	none	0	47298415	47304209	TRUE	B1F,ID_B1,RSINE1,B1_Mus2	SINE	Alu,B4	148	host_to_TE	47296799	47298415
OFFICIAL_SIMTX_ENSMUSG00000039759.9_iso1	ENSMUSG00000039759.9	Thap3	protein_coding	chr4	-	151985669	151985861	FALSE	none	none	none	0	151985459	151985861	TRUE	B1_Mus1,ID	SINE	Alu,ID	93	host_to_TE	151985669	151985861
OFFICIAL_SIMTX_ENSMUSG00000039759.9_iso1	ENSMUSG00000039759.9	Thap3	protein_coding	chr4	-	151985459	151985861	TRUE	B1_Mus1,ID	SINE	Alu,ID	93	151983635	151983736	FALSE	none	none	none	0	TE_to_host	151985459	151983736
OFFICIAL_SIMTX_ENSMUSG00000039759.9_iso2	ENSMUSG00000039759.9	Thap3	protein_coding	chr4	-	151985669	151985861	FALSE	none	none	none	0	151985459	151985861	TRUE	B1_Mus1,ID	SINE	Alu,ID	93	host_to_TE	151985669	151985861
OFFICIAL_SIMTX_ENSMUSG00000039759.9_iso2	ENSMUSG00000039759.9	Thap3	protein_coding	chr4	-	151985459	151985861	TRUE	B1_Mus1,ID	SINE	Alu,ID	93	151983635	151983736	FALSE	none	none	none	0	TE_to_host	151985459	151983736
